# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	7990	8712	-	WP_048383422.1	WP_048383422.1		hypothetical protein			ABA45_RS00030	723	240	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	8911	10188	-					gabT		ABA45_RS00035	1278		old_locus_tag=ABA45_00035
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	8911	10188	-	WP_048383424.1	WP_048383424.1		4-aminobutyrate--2-oxoglutarate transaminase	gabT		ABA45_RS00035	1278	425	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	10288	12048	-							ABA45_RS00040	1761		old_locus_tag=ABA45_00040
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	10288	12048	-	WP_227497695.1	WP_227497695.1		ATP-binding cassette domain-containing protein			ABA45_RS00040	1761	586	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	12157	13959	+							ABA45_RS00045	1803		old_locus_tag=ABA45_00045
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	12157	13959	+	WP_048383427.1	WP_048383427.1		ABC transporter ATP-binding protein/permease			ABA45_RS00045	1803	600	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	14185	15855	+							ABA45_RS00050	1671		old_locus_tag=ABA45_00050
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	14185	15855	+	WP_048383429.1	WP_048383429.1		c-type cytochrome			ABA45_RS00050	1671	556	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	15852	16535	+							ABA45_RS18180	684		
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	15852	16535	+	WP_053076090.1	WP_053076090.1		molecular chaperone TorD family protein			ABA45_RS18180	684	227	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	16532	19054	+					torA		ABA45_RS00060	2523		old_locus_tag=ABA45_00060
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	16532	19054	+	WP_048383431.1	WP_048383431.1		trimethylamine-N-oxide reductase TorA	torA		ABA45_RS00060	2523	840	
gene	pseudogene	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	19106	21465	-					recD		ABA45_RS00065	2360		pseudo;old_locus_tag=ABA45_00065
CDS	without_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	19106	21465	-				exodeoxyribonuclease V subunit alpha	recD		ABA45_RS00065	2360		pseudo
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	21462	25220	-					recB		ABA45_RS00070	3759		old_locus_tag=ABA45_00070
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	21462	25220	-	WP_048383433.1	WP_048383433.1		exodeoxyribonuclease V subunit beta	recB		ABA45_RS00070	3759	1252	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	25217	28819	-					recC		ABA45_RS00075	3603		old_locus_tag=ABA45_00075
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	25217	28819	-	WP_048383435.1	WP_048383435.1		exodeoxyribonuclease V subunit gamma	recC		ABA45_RS00075	3603	1200	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	28952	29386	+							ABA45_RS00080	435		old_locus_tag=ABA45_00080
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	28952	29386	+	WP_048383437.1	WP_048383437.1		hypothetical protein			ABA45_RS00080	435	144	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	29466	29948	+							ABA45_RS00085	483		old_locus_tag=ABA45_00085
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	29466	29948	+	WP_048383439.1	WP_048383439.1		DUF4864 domain-containing protein			ABA45_RS00085	483	160	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	30000	31709	+							ABA45_RS00090	1710		old_locus_tag=ABA45_00090
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	30000	31709	+	WP_048383442.1	WP_048383442.1		VRR-NUC domain-containing protein			ABA45_RS00090	1710	569	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	31706	33970	+							ABA45_RS00095	2265		old_locus_tag=ABA45_00095
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	31706	33970	+	WP_048383444.1	WP_048383444.1		ATP-dependent DNA helicase			ABA45_RS00095	2265	754	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	33999	34370	-							ABA45_RS00100	372		old_locus_tag=ABA45_00100
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	33999	34370	-	WP_048383446.1	WP_048383446.1		VOC family protein			ABA45_RS00100	372	123	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	34457	35725	-							ABA45_RS00105	1269		old_locus_tag=ABA45_00105
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	34457	35725	-	WP_048383448.1	WP_048383448.1		NAD(P)/FAD-dependent oxidoreductase			ABA45_RS00105	1269	422	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	35902	36513	-							ABA45_RS00110	612		old_locus_tag=ABA45_00110
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	35902	36513	-	WP_048383450.1	WP_048383450.1		cytochrome b/b6 domain-containing protein			ABA45_RS00110	612	203	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	36526	38127	-							ABA45_RS00115	1602		old_locus_tag=ABA45_00115
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	36526	38127	-	WP_048383452.1	WP_048383452.1		tetrathionate reductase family octaheme c-type cytochrome			ABA45_RS00115	1602	533	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	38168	38722	-							ABA45_RS00120	555		old_locus_tag=ABA45_00120
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	38168	38722	-	WP_048383454.1	WP_048383454.1		sulfurtransferase			ABA45_RS00120	555	184	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	38969	39967	+							ABA45_RS00130	999		old_locus_tag=ABA45_00130
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	38969	39967	+	WP_048383458.1	WP_048383458.1		HlyD family efflux transporter periplasmic adaptor subunit			ABA45_RS00130	999	332	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	39960	42761	+					rbbA		ABA45_RS00135	2802		old_locus_tag=ABA45_00135
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	39960	42761	+	WP_227506081.1	WP_227506081.1		ribosome-associated ATPase/putative transporter RbbA	rbbA		ABA45_RS00135	2802	933	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	42764	43882	+							ABA45_RS00140	1119		old_locus_tag=ABA45_00140
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	42764	43882	+	WP_048388521.1	WP_048388521.1		ABC transporter permease			ABA45_RS00140	1119	372	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	43949	44341	-							ABA45_RS00145	393		old_locus_tag=ABA45_00145
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	43949	44341	-	WP_048388523.1	WP_048388523.1		RidA family protein			ABA45_RS00145	393	130	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	44719	45273	+							ABA45_RS00150	555		old_locus_tag=ABA45_00150
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	44719	45273	+	WP_048383460.1	WP_048383460.1		gamma-glutamylcyclotransferase			ABA45_RS00150	555	184	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	45349	46089	+							ABA45_RS00155	741		old_locus_tag=ABA45_00155
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	45349	46089	+	WP_048383462.1	WP_048383462.1		competence/damage-inducible protein A			ABA45_RS00155	741	246	
gene	tRNA	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	46213	46289	-							ABA45_RS00160	77		old_locus_tag=ABA45_00160
tRNA		GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	46213	46289	-				tRNA-Pro			ABA45_RS00160	77		anticodon=CGG
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	46325	46885	-					gmhB		ABA45_RS00165	561		old_locus_tag=ABA45_00165
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	46325	46885	-	WP_048383464.1	WP_048383464.1		D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase	gmhB		ABA45_RS00165	561	186	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	46909	48987	-					glyS		ABA45_RS00170	2079		old_locus_tag=ABA45_00170
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	46909	48987	-	WP_048388525.1	WP_048388525.1		glycine--tRNA ligase subunit beta	glyS		ABA45_RS00170	2079	692	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	48990	50036	-					glyQ		ABA45_RS00175	1047		old_locus_tag=ABA45_00175
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	48990	50036	-	WP_227506260.1	WP_227506260.1		glycine--tRNA ligase subunit alpha	glyQ		ABA45_RS00175	1047	348	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	50172	51563	-					trkA		ABA45_RS00180	1392		old_locus_tag=ABA45_00180
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	50172	51563	-	WP_014869353.1	WP_014869353.1		Trk system potassium transporter TrkA	trkA		ABA45_RS00180	1392	463	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	51560	52858	-					rsmB		ABA45_RS00185	1299		old_locus_tag=ABA45_00185
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	51560	52858	-	WP_048383468.1	WP_048383468.1		16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	rsmB		ABA45_RS00185	1299	432	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	52860	53810	-					fmt		ABA45_RS00190	951		old_locus_tag=ABA45_00190
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	52860	53810	-	WP_048383470.1	WP_048383470.1		methionyl-tRNA formyltransferase	fmt		ABA45_RS00190	951	316	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	53987	54490	-					def		ABA45_RS00195	504		old_locus_tag=ABA45_00195
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	53987	54490	-	WP_014869357.1	WP_014869357.1		peptide deformylase	def		ABA45_RS00195	504	167	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	54914	55933	+							ABA45_RS00200	1020		old_locus_tag=ABA45_00200
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	54914	55933	+	WP_048383472.1	WP_048383472.1		LysM peptidoglycan-binding domain-containing protein			ABA45_RS00200	1020	339	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	56001	57203	+					dprA		ABA45_RS00205	1203		old_locus_tag=ABA45_00205
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	56001	57203	+	WP_198147014.1	WP_198147014.1		DNA-processing protein DprA	dprA		ABA45_RS00205	1203	400	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	57245	57817	+							ABA45_RS00210	573		old_locus_tag=ABA45_00210
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	57245	57817	+	WP_048383474.1	WP_048383474.1		L-threonylcarbamoyladenylate synthase			ABA45_RS00210	573	190	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	57826	58746	+					hemF		ABA45_RS00215	921		old_locus_tag=ABA45_00215
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	57826	58746	+	WP_048383477.1	WP_048383477.1		oxygen-dependent coproporphyrinogen oxidase	hemF		ABA45_RS00215	921	306	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	58757	59590	+					aroE		ABA45_RS00220	834		old_locus_tag=ABA45_00220
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	58757	59590	+	WP_048383478.1	WP_048383478.1		shikimate dehydrogenase	aroE		ABA45_RS00220	834	277	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	59639	60412	+							ABA45_RS00225	774		old_locus_tag=ABA45_00225
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	59639	60412	+	WP_048383481.1	WP_048383481.1		MotA/TolQ/ExbB proton channel family protein			ABA45_RS00225	774	257	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	60416	61297	+							ABA45_RS00230	882		old_locus_tag=ABA45_00230
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	60416	61297	+	WP_048383483.1	WP_048383483.1		OmpA family protein			ABA45_RS00230	882	293	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	61527	62081	-							ABA45_RS00235	555		old_locus_tag=ABA45_00235
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	61527	62081	-	WP_048383485.1	WP_048383485.1		gamma carbonic anhydrase family protein			ABA45_RS00235	555	184	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	62287	64335	+					prlC		ABA45_RS00240	2049		old_locus_tag=ABA45_00240
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	62287	64335	+	WP_227506082.1	WP_227506082.1		oligopeptidase A	prlC		ABA45_RS00240	2049	682	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	64407	64655	+							ABA45_RS00245	249		old_locus_tag=ABA45_00245
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	64407	64655	+	WP_048383489.1	WP_048383489.1		YheV family putative metal-binding protein			ABA45_RS00245	249	82	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	64910	66235	-							ABA45_RS00250	1326		old_locus_tag=ABA45_00250
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	64910	66235	-	WP_048383491.1	WP_048383491.1		Na+/H+ antiporter family protein			ABA45_RS00250	1326	441	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	66350	66565	-							ABA45_RS00255	216		old_locus_tag=ABA45_00255
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	66350	66565	-	WP_227506261.1	WP_227506261.1		DUF1653 domain-containing protein			ABA45_RS00255	216	71	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	66708	66848	-							ABA45_RS19150	141		
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	66708	66848	-	WP_227506268.1	WP_227506268.1		hypothetical protein			ABA45_RS19150	141	46	
gene	pseudogene	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	66853	66954	-							ABA45_RS19155	102		partial;pseudo
CDS	without_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	66853	66954	-				DUF3034 family protein			ABA45_RS19155	102		partial;pseudo
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	67054	69411	-							ABA45_RS00265	2358		old_locus_tag=ABA45_00265
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	67054	69411	-	WP_048383495.1	WP_048383495.1		EAL domain-containing protein			ABA45_RS00265	2358	785	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	69411	69764	-							ABA45_RS00270	354		old_locus_tag=ABA45_00270
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	69411	69764	-	WP_227506083.1	WP_227506083.1		hypothetical protein			ABA45_RS00270	354	117	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	69787	70173	-							ABA45_RS00275	387		old_locus_tag=ABA45_00275
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	69787	70173	-	WP_048383499.1	WP_048383499.1		DoxX family protein			ABA45_RS00275	387	128	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	70278	70970	-							ABA45_RS00280	693		old_locus_tag=ABA45_00280
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	70278	70970	-	WP_227506084.1	WP_227506084.1		hypothetical protein			ABA45_RS00280	693	230	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	71124	72467	-							ABA45_RS00285	1344		old_locus_tag=ABA45_00285
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	71124	72467	-	WP_048383503.1	WP_048383503.1		MATE family efflux transporter			ABA45_RS00285	1344	447	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	72687	73760	+					coxB		ABA45_RS00290	1074		old_locus_tag=ABA45_00290
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	72687	73760	+	WP_227506262.1	WP_227506262.1		cytochrome c oxidase subunit II	coxB		ABA45_RS00290	1074	357	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	73829	75436	+					ctaD		ABA45_RS00295	1608		old_locus_tag=ABA45_00295
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	73829	75436	+	WP_048388527.1	WP_048388527.1		cytochrome c oxidase subunit I	ctaD		ABA45_RS00295	1608	535	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	75439	76326	+							ABA45_RS00300	888		old_locus_tag=ABA45_00300
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	75439	76326	+	WP_014869382.1	WP_014869382.1		cytochrome c oxidase subunit 3			ABA45_RS00300	888	295	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	76369	76572	-							ABA45_RS00305	204		old_locus_tag=ABA45_00305
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	76369	76572	-	WP_014869383.1	WP_014869383.1		twin transmembrane helix small protein			ABA45_RS00305	204	67	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	76617	77330	+							ABA45_RS00310	714		old_locus_tag=ABA45_00310
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	76617	77330	+	WP_227506085.1	WP_227506085.1		SURF1 family protein			ABA45_RS00310	714	237	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	77415	78065	+							ABA45_RS00315	651		old_locus_tag=ABA45_00315
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	77415	78065	+	WP_048383509.1	WP_048383509.1		hypothetical protein			ABA45_RS00315	651	216	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	78074	79210	+							ABA45_RS00320	1137		old_locus_tag=ABA45_00320
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	78074	79210	+	WP_227506086.1	WP_227506086.1		COX15/CtaA family protein			ABA45_RS00320	1137	378	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	79207	80187	+					cyoE		ABA45_RS00325	981		old_locus_tag=ABA45_00325
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	79207	80187	+	WP_048383513.1	WP_048383513.1		heme o synthase	cyoE		ABA45_RS00325	981	326	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	80207	80875	+							ABA45_RS00330	669		old_locus_tag=ABA45_00330
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	80207	80875	+	WP_048383515.1	WP_048383515.1		SCO family protein			ABA45_RS00330	669	222	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	80919	82154	+							ABA45_RS00335	1236		old_locus_tag=ABA45_00335
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	80919	82154	+	WP_084708235.1	WP_084708235.1		YbfB/YjiJ family MFS transporter			ABA45_RS00335	1236	411	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	82643	85135	+					hrpB		ABA45_RS00340	2493		old_locus_tag=ABA45_00340
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	82643	85135	+	WP_048383517.1	WP_048383517.1		ATP-dependent helicase HrpB	hrpB		ABA45_RS00340	2493	830	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	85311	86129	+							ABA45_RS00345	819		old_locus_tag=ABA45_00345
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	85311	86129	+	WP_048383520.1	WP_048383520.1		alpha-L-glutamate ligase			ABA45_RS00345	819	272	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	86343	87518	+							ABA45_RS00350	1176		old_locus_tag=ABA45_00350
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	86343	87518	+	WP_048383522.1	WP_048383522.1		type III PLP-dependent enzyme			ABA45_RS00350	1176	391	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	87615	88823	-							ABA45_RS00355	1209		old_locus_tag=ABA45_00355
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	87615	88823	-	WP_048383524.1	WP_048383524.1		MFS transporter			ABA45_RS00355	1209	402	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	88813	89208	-							ABA45_RS00360	396		old_locus_tag=ABA45_00360
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	88813	89208	-	WP_048383526.1	WP_048383526.1		ectoine synthase			ABA45_RS00360	396	131	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	89294	90733	-							ABA45_RS00365	1440		old_locus_tag=ABA45_00365
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	89294	90733	-	WP_048383528.1	WP_048383528.1		GTPase/DUF3482 domain-containing protein			ABA45_RS00365	1440	479	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	90730	92151	-							ABA45_RS00370	1422		old_locus_tag=ABA45_00370
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	90730	92151	-	WP_048383531.1	WP_048383531.1		DUF2868 domain-containing protein			ABA45_RS00370	1422	473	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	92269	92628	+							ABA45_RS00375	360		old_locus_tag=ABA45_00375
CDS	with_protein	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	92269	92628	+	WP_048383533.1	WP_048383533.1		DUF6164 family protein			ABA45_RS00375	360	119	
gene	protein_coding	GCF_001043175.1	Primary Assembly	chromosome		NZ_CP011494.1	92653	93576	-							ABA45_RS00380	924		old_locus_tag=ABA45_00380
