# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	5111	6130	-	WP_014578521.1	WP_014578521.1		porphobilinogen synthase	hemB		KQ249_RS00025	1020	339	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	6272	7294	-							KQ249_RS00030	1023		old_locus_tag=KQ249_00030
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	6272	7294	-	WP_014578522.1	WP_014578522.1		lipase			KQ249_RS00030	1023	340	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	7452	7673	-							KQ249_RS00035	222		old_locus_tag=KQ249_00035
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	7452	7673	-	WP_008173503.1	WP_008173503.1		hypothetical protein			KQ249_RS00035	222	73	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	7946	8578	+							KQ249_RS00040	633		old_locus_tag=KQ249_00040
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	7946	8578	+	WP_014578523.1	WP_014578523.1		TetR/AcrR family transcriptional regulator			KQ249_RS00040	633	210	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	8581	10281	+							KQ249_RS00045	1701		old_locus_tag=KQ249_00045
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	8581	10281	+	WP_014578524.1	WP_014578524.1		isovaleryl-CoA dehydrogenase			KQ249_RS00045	1701	566	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	10433	10777	+							KQ249_RS00050	345		old_locus_tag=KQ249_00050
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	10433	10777	+	WP_014578525.1	WP_014578525.1		DUF503 domain-containing protein			KQ249_RS00050	345	114	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	10965	12641	+					panP		KQ249_RS00055	1677		old_locus_tag=KQ249_00055
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	10965	12641	+	WP_014578527.1	WP_014578527.1		putative pyridoxal-dependent aspartate 1-decarboxylase	panP		KQ249_RS00055	1677	558	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	12815	13081	-							KQ249_RS00060	267		old_locus_tag=KQ249_00060
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	12815	13081	-	WP_008173512.1	WP_008173512.1		hypothetical protein			KQ249_RS00060	267	88	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	13171	14730	-							KQ249_RS00065	1560		old_locus_tag=KQ249_00065
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	13171	14730	-	WP_014578528.1	WP_014578528.1		inorganic phosphate transporter			KQ249_RS00065	1560	519	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	14938	16041	+							KQ249_RS00070	1104		old_locus_tag=KQ249_00070
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	14938	16041	+	WP_014578529.1	WP_014578529.1		GGDEF domain-containing protein			KQ249_RS00070	1104	367	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	16121	16567	+							KQ249_RS00075	447		old_locus_tag=KQ249_00075
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	16121	16567	+	WP_014578530.1	WP_014578530.1		flavodoxin			KQ249_RS00075	447	148	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	16649	19228	+							KQ249_RS00080	2580		old_locus_tag=KQ249_00080
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	16649	19228	+	WP_049784499.1	WP_049784499.1		EAL domain-containing protein			KQ249_RS00080	2580	859	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	19233	20090	-							KQ249_RS00085	858		old_locus_tag=KQ249_00085
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	19233	20090	-	WP_014578532.1	WP_014578532.1		acyl-CoA thioesterase II			KQ249_RS00085	858	285	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	20225	21379	-							KQ249_RS00090	1155		old_locus_tag=KQ249_00090
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	20225	21379	-	WP_014578533.1	WP_014578533.1		FAD-dependent oxidoreductase			KQ249_RS00090	1155	384	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	21438	21605	-							KQ249_RS00095	168		old_locus_tag=KQ249_00095
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	21438	21605	-	WP_008173532.1	WP_008173532.1		rubredoxin			KQ249_RS00095	168	55	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	21870	22427	+							KQ249_RS00100	558		old_locus_tag=KQ249_00100
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	21870	22427	+	WP_014578534.1	WP_014578534.1		hypoxanthine-guanine phosphoribosyltransferase			KQ249_RS00100	558	185	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	22408	22971	+							KQ249_RS00105	564		old_locus_tag=KQ249_00105
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	22408	22971	+	WP_014578535.1	WP_014578535.1		chorismate lyase			KQ249_RS00105	564	187	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	23041	23928	+					ubiA		KQ249_RS00110	888		old_locus_tag=KQ249_00110
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	23041	23928	+	WP_008173537.1	WP_008173537.1		4-hydroxybenzoate octaprenyltransferase	ubiA		KQ249_RS00110	888	295	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	24006	24698	+					phoB		KQ249_RS00115	693		old_locus_tag=KQ249_00115
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	24006	24698	+	WP_014578536.1	WP_014578536.1		phosphate regulon transcriptional regulator PhoB	phoB		KQ249_RS00115	693	230	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	24752	26071	+					phoR		KQ249_RS00120	1320		old_locus_tag=KQ249_00120
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	24752	26071	+	WP_014578537.1	WP_014578537.1		phosphate regulon sensor histidine kinase PhoR	phoR		KQ249_RS00120	1320	439	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	26068	26943	-							KQ249_RS00125	876		old_locus_tag=KQ249_00125
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	26068	26943	-	WP_041645678.1	WP_041645678.1		response regulator			KQ249_RS00125	876	291	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	27172	28422	+							KQ249_RS00130	1251		old_locus_tag=KQ249_00130
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	27172	28422	+	WP_014578539.1	WP_014578539.1		lytic murein transglycosylase			KQ249_RS00130	1251	416	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	28485	29513	+							KQ249_RS00135	1029		old_locus_tag=KQ249_00135
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	28485	29513	+	WP_014578540.1	WP_014578540.1		metal-dependent hydrolase			KQ249_RS00135	1029	342	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	29519	30211	+					rsuA		KQ249_RS00140	693		old_locus_tag=KQ249_00140
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	29519	30211	+	WP_014578541.1	WP_014578541.1		16S rRNA pseudouridine(516) synthase RsuA	rsuA		KQ249_RS00140	693	230	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	30215	30694	-							KQ249_RS00145	480		old_locus_tag=KQ249_00145
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	30215	30694	-	WP_014578542.1	WP_014578542.1		asparaginase domain-containing protein			KQ249_RS00145	480	159	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	30714	31664	-					pbpG		KQ249_RS00150	951		old_locus_tag=KQ249_00150
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	30714	31664	-	WP_041645681.1	WP_041645681.1		D-alanyl-D-alanine endopeptidase	pbpG		KQ249_RS00150	951	316	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	31891	34494	+							KQ249_RS00155	2604		old_locus_tag=KQ249_00155
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	31891	34494	+	WP_014578544.1	WP_014578544.1		EAL domain-containing protein			KQ249_RS00155	2604	867	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	34507	36195	-					ilvD		KQ249_RS00160	1689		old_locus_tag=KQ249_00160
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	34507	36195	-	WP_014578545.1	WP_014578545.1		dihydroxy-acid dehydratase	ilvD		KQ249_RS00160	1689	562	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	36408	38825	+							KQ249_RS00165	2418		old_locus_tag=KQ249_00165
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	36408	38825	+	WP_014578547.1	WP_014578547.1		D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase			KQ249_RS00165	2418	805	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	38806	41553	-							KQ249_RS00170	2748		old_locus_tag=KQ249_00170
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	38806	41553	-	WP_227499653.1	WP_227499653.1		HAD-IC family P-type ATPase			KQ249_RS00170	2748	915	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	41640	43382	-							KQ249_RS00175	1743		old_locus_tag=KQ249_00175
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	41640	43382	-	WP_014578549.1	WP_014578549.1		alkaline phosphatase D family protein			KQ249_RS00175	1743	580	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	43599	44210	-							KQ249_RS00180	612		old_locus_tag=KQ249_00180
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	43599	44210	-	WP_008173563.1	WP_008173563.1		YIP1 family protein			KQ249_RS00180	612	203	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	44405	44977	-							KQ249_RS00185	573		old_locus_tag=KQ249_00185
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	44405	44977	-	WP_014578550.1	WP_014578550.1		glutathione S-transferase N-terminal domain-containing protein			KQ249_RS00185	573	190	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	45000	46118	-					ald		KQ249_RS00190	1119		old_locus_tag=KQ249_00190
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	45000	46118	-	WP_014578551.1	WP_014578551.1		alanine dehydrogenase	ald		KQ249_RS00190	1119	372	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	46276	47079	+							KQ249_RS00195	804		old_locus_tag=KQ249_00195
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	46276	47079	+	WP_014578552.1	WP_014578552.1		dienelactone hydrolase family protein			KQ249_RS00195	804	267	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	47130	47825	-							KQ249_RS00200	696		old_locus_tag=KQ249_00200
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	47130	47825	-	WP_014578553.1	WP_014578553.1		1-acyl-sn-glycerol-3-phosphate acyltransferase			KQ249_RS00200	696	231	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	47996	48202	-							KQ249_RS00205	207		old_locus_tag=KQ249_00205
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	47996	48202	-	WP_008172950.1	WP_008172950.1		cold-shock protein			KQ249_RS00205	207	68	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	48442	48822	-					crcB		KQ249_RS00210	381		old_locus_tag=KQ249_00210
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	48442	48822	-	WP_014578554.1	WP_014578554.1		fluoride efflux transporter CrcB	crcB		KQ249_RS00210	381	126	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	48840	51290	-							KQ249_RS00215	2451		old_locus_tag=KQ249_00215
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	48840	51290	-	WP_014578555.1	WP_014578555.1		acyl-CoA dehydrogenase			KQ249_RS00215	2451	816	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	51421	54282	-					rapA		KQ249_RS00220	2862		old_locus_tag=KQ249_00220
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	51421	54282	-	WP_014578556.1	WP_014578556.1		RNA polymerase-associated protein RapA	rapA		KQ249_RS00220	2862	953	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	54299	55048	-					cysZ		KQ249_RS00225	750		old_locus_tag=KQ249_00225
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	54299	55048	-	WP_216688045.1	WP_216688045.1		sulfate transporter CysZ	cysZ		KQ249_RS00225	750	249	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	55146	55550	+							KQ249_RS00230	405		old_locus_tag=KQ249_00230
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	55146	55550	+	WP_014578558.1	WP_014578558.1		VanZ family protein			KQ249_RS00230	405	134	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	55995	56654	-							KQ249_RS00235	660		old_locus_tag=KQ249_00235
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	55995	56654	-	WP_041645686.1	WP_041645686.1		50S ribosomal protein L11 methyltransferase			KQ249_RS00235	660	219	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	56788	57891	+					mnmH		KQ249_RS00240	1104		old_locus_tag=KQ249_00240
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	56788	57891	+	WP_014578560.1	WP_014578560.1		tRNA 2-selenouridine(34) synthase MnmH	mnmH		KQ249_RS00240	1104	367	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	58033	58866	+							KQ249_RS00245	834		old_locus_tag=KQ249_00245
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	58033	58866	+	WP_014578561.1	WP_014578561.1		mechanosensitive ion channel			KQ249_RS00245	834	277	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	59037	59594	+							KQ249_RS00250	558		old_locus_tag=KQ249_00250
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	59037	59594	+	WP_014578562.1	WP_014578562.1		YbaK/EbsC family protein			KQ249_RS00250	558	185	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	59677	60972	+							KQ249_RS00255	1296		old_locus_tag=KQ249_00255
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	59677	60972	+	WP_014578563.1	WP_014578563.1		FAD-dependent monooxygenase			KQ249_RS00255	1296	431	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	61014	61379	+							KQ249_RS00260	366		old_locus_tag=KQ249_00260
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	61014	61379	+	WP_014578564.1	WP_014578564.1		histidine triad nucleotide-binding protein			KQ249_RS00260	366	121	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	61532	62254	-					phoU		KQ249_RS00265	723		old_locus_tag=KQ249_00265
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	61532	62254	-	WP_008172965.1	WP_008172965.1		phosphate signaling complex protein PhoU	phoU		KQ249_RS00265	723	240	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	62288	63175	-					pstB		KQ249_RS00270	888		old_locus_tag=KQ249_00270
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	62288	63175	-	WP_041645688.1	WP_041645688.1		phosphate ABC transporter ATP-binding protein PstB	pstB		KQ249_RS00270	888	295	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	63187	64461	-					pstA		KQ249_RS00275	1275		old_locus_tag=KQ249_00275
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	63187	64461	-	WP_014578567.1	WP_014578567.1		phosphate ABC transporter permease PstA	pstA		KQ249_RS00275	1275	424	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	64454	65842	-					pstC		KQ249_RS00280	1389		old_locus_tag=KQ249_00280
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	64454	65842	-	WP_014578568.1	WP_014578568.1		phosphate ABC transporter permease subunit PstC	pstC		KQ249_RS00280	1389	462	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	65980	67023	-							KQ249_RS00285	1044		old_locus_tag=KQ249_00285
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	65980	67023	-	WP_014578569.1	WP_014578569.1		substrate-binding domain-containing protein			KQ249_RS00285	1044	347	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	67218	67622	+							KQ249_RS00290	405		old_locus_tag=KQ249_00290
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	67218	67622	+	WP_008172970.1	WP_008172970.1		acyl-CoA thioesterase			KQ249_RS00290	405	134	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	67635	68627	-							KQ249_RS00295	993		old_locus_tag=KQ249_00295
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	67635	68627	-	WP_014578570.1	WP_014578570.1		dihydroorotate dehydrogenase-like protein			KQ249_RS00295	993	330	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	68620	72213	-					nifJ		KQ249_RS00300	3594		old_locus_tag=KQ249_00300
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	68620	72213	-	WP_041645690.1	WP_041645690.1		pyruvate:ferredoxin (flavodoxin) oxidoreductase	nifJ		KQ249_RS00300	3594	1197	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	72324	73442	-							KQ249_RS00305	1119		old_locus_tag=KQ249_00305
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	72324	73442	-	WP_014578572.1	WP_014578572.1		DUF3524 domain-containing protein			KQ249_RS00305	1119	372	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	73454	74638	-							KQ249_RS00310	1185		old_locus_tag=KQ249_00310
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	73454	74638	-	WP_041645692.1	WP_041645692.1		MFS transporter			KQ249_RS00310	1185	394	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	74635	75432	-					fetB		KQ249_RS00315	798		old_locus_tag=KQ249_00315
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	74635	75432	-	WP_041645695.1	WP_041645695.1		iron export ABC transporter permease subunit FetB	fetB		KQ249_RS00315	798	265	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	75419	76027	-							KQ249_RS00320	609		old_locus_tag=KQ249_00320
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	75419	76027	-	WP_041645697.1	WP_041645697.1		ATP-binding cassette domain-containing protein			KQ249_RS00320	609	202	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	76117	76743	+							KQ249_RS00325	627		old_locus_tag=KQ249_00325
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	76117	76743	+	WP_014578576.1	WP_014578576.1		hypothetical protein			KQ249_RS00325	627	208	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	76751	77944	-					arsJ		KQ249_RS00330	1194		old_locus_tag=KQ249_00330
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	76751	77944	-	WP_014578577.1	WP_014578577.1		organoarsenical effux MFS transporter ArsJ	arsJ		KQ249_RS00330	1194	397	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	77946	78950	-							KQ249_RS00335	1005		old_locus_tag=KQ249_00335
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	77946	78950	-	WP_014578578.1	WP_014578578.1		ArsJ-associated glyceraldehyde-3-phosphate dehydrogenase			KQ249_RS00335	1005	334	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	78997	79761	-							KQ249_RS00340	765		old_locus_tag=KQ249_00340
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	78997	79761	-	WP_014578579.1	WP_014578579.1		metalloregulator ArsR/SmtB family transcription factor			KQ249_RS00340	765	254	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	79853	80923	+					arsB		KQ249_RS00345	1071		old_locus_tag=KQ249_00345
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	79853	80923	+	WP_014578580.1	WP_014578580.1		ACR3 family arsenite efflux transporter	arsB		KQ249_RS00345	1071	356	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	81053	81850	+							KQ249_RS00350	798		old_locus_tag=KQ249_00350
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	81053	81850	+	WP_014578581.1	WP_014578581.1		undecaprenyl-diphosphate phosphatase			KQ249_RS00350	798	265	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	82085	84250	-					uvrD		KQ249_RS00355	2166		old_locus_tag=KQ249_00355
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	82085	84250	-	WP_014578582.1	WP_014578582.1		DNA helicase II	uvrD		KQ249_RS00355	2166	721	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	84491	85942	-							KQ249_RS00360	1452		old_locus_tag=KQ249_00360
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	84491	85942	-	WP_014578583.1	WP_014578583.1		NAD-dependent succinate-semialdehyde dehydrogenase			KQ249_RS00360	1452	483	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	86128	87141	+							KQ249_RS00365	1014		old_locus_tag=KQ249_00365
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	86128	87141	+	WP_062785902.1	WP_062785902.1		histone deacetylase family protein			KQ249_RS00365	1014	337	
gene	protein_coding	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	87146	88600	-					thiI		KQ249_RS00370	1455		old_locus_tag=KQ249_00370
CDS	with_protein	GCF_018972165.1	Primary Assembly	chromosome		NZ_CP076686.1	87146	88600	-	WP_041645701.1	WP_041645701.1		tRNA 4-thiouridine(8) synthase ThiI	thiI		KQ249_RS00370	1455	484	
